complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area,affected_population,government_level,department,problem_type,solution_type
SS01837,ट्रांसफॉर्मर जल गया है तुरंत नया ट्रांसफॉर्मर लगाएं,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Government,High,Persistent,No,None,3500,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01838,transformer oil leak and burning smell near primary school,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Government,Critical,One-time,No,None,150,Block Level (BDO),Electricity Department,Service Delivery,Repair / Staff Posting
SS01839,"Burnt Distribution Transformer & Overload in our village area is completely non-functional, urgent government action required.",Electricity & Power Supply,Burnt Distribution Transformer & Overload,Government,High,Persistent,No,None,1200,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01840,"Pichle 15 din se burnt distribution transformer & overload ka dikkat ho raha hai, authority field team ko bheje.",Electricity & Power Supply,Burnt Distribution Transformer & Overload,Government,High,Occasional,No,None,1200,Block Level (BDO),Electricity Department,Service Delivery,Repair / Staff Posting
SS01841,हमारे पंचायत में burnt distribution transformer & overload से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Government,Medium,Persistent,No,None,150,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01842,burnt distribution transformer & overload issue in ward 3 officer not picking up calls,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Government,Low,Occasional,No,None,450,Block Level (BDO),Electricity Department,Service Delivery,Repair / Staff Posting
SS01843,gaov me burnt distribution transformer & overload kharab h 2 mahine se koi sunne wala nahi h,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Government,Medium,Occasional,No,None,1200,District Level (DC Office),Electricity Department,Service Delivery,Repair / Staff Posting
SS01844,Block level grievance filed for burnt distribution transformer & overload last month but service is pending.,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Government,Low,One-time,No,None,450,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01845,Urgent maintenance team required for burnt distribution transformer & overload near village center.,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Government,High,One-time,No,None,3500,District Level (DC Office),Electricity Department,Service Delivery,Repair / Staff Posting
SS01846,Public facility for burnt distribution transformer & overload has been completely unmaintained for 3 months.,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Government,Low,Persistent,No,None,450,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01847,Gaon me burnt distribution transformer & overload work left incomplete by local contractor.,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Government,Medium,Occasional,No,None,150,District Level (DC Office),Electricity Department,Service Delivery,Repair / Staff Posting
SS01848,"ग्राम पंचायत में burnt distribution transformer & overload की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।",Electricity & Power Supply,Burnt Distribution Transformer & Overload,Government,Medium,Persistent,No,None,1200,State Department,Electricity Department,Service Delivery,Repair / Staff Posting
SS01849,We need an automated digital technology system for burnt distribution transformer & overload (smart civic infrastructure & sensor analytics) to monitor continuously.,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,District Level (DC Office),Electricity Department,Service Delivery,University R&D
SS01850,Is burnt distribution transformer & overload problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Block Level (BDO),Electricity Department,Service Delivery,University R&D
SS01851,नवीनतम तकनीक और एआई मॉडल के माध्यम से burnt distribution transformer & overload का स्वचालित समाधान किया जाना चाहिए।,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,State Department,Electricity Department,Service Delivery,University R&D
SS01852,need AI and IoT smart technology solution for burnt distribution transformer & overload,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Block Level (BDO),Electricity Department,Service Delivery,University R&D
SS01853,Developing an offline smart system for burnt distribution transformer & overload will eliminate manual delays.,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Electricity Department,Service Delivery,University R&D
SS01854,University student startup project required for burnt distribution transformer & overload technological innovation.,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Block Level (BDO),Electricity Department,Service Delivery,University R&D
SS01855,Abhi तुरंत department emergency team bheje for burnt distribution transformer & overload aur future ke liye early warning technology setup karein.,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Block Level (BDO),Electricity Department,Service Delivery,Govt Action + University R&D
SS01856,Har monsoon/season burnt distribution transformer & overload me ye issue hota hai. Immediate repair along with long-term technological innovation.,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Panchayat Level,Electricity Department,Service Delivery,Govt Action + University R&D
SS01857,प्रशासन से तुरंत burnt distribution transformer & overload के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Block Level (BDO),Electricity Department,Service Delivery,Govt Action + University R&D
SS01858,urgent govt inspection today for burnt distribution transformer & overload n smart AI tech for future plzz,Electricity & Power Supply,Burnt Distribution Transformer & Overload,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),Electricity Department,Service Delivery,Govt Action + University R&D
SS01859,"Dangling High-Tension Wires & Bent Poles in our village area is completely non-functional, urgent government action required.",Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Government,High,Persistent,No,None,150,State Department,Electricity Department,Service Delivery,Repair / Staff Posting
SS01860,"Pichle 15 din se dangling high-tension wires & bent poles ka dikkat ho raha hai, authority field team ko bheje.",Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Government,High,Occasional,No,None,1200,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01861,हमारे पंचायत में dangling high-tension wires & bent poles से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Government,Medium,Persistent,No,None,8500,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01862,dangling high-tension wires & bent poles issue in ward 3 officer not picking up calls,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Government,Low,Occasional,No,None,150,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01863,gaov me dangling high-tension wires & bent poles kharab h 2 mahine se koi sunne wala nahi h,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Government,Medium,Occasional,No,None,150,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01864,Block level grievance filed for dangling high-tension wires & bent poles last month but service is pending.,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Government,Low,One-time,No,None,3500,State Department,Electricity Department,Service Delivery,Repair / Staff Posting
SS01865,Urgent maintenance team required for dangling high-tension wires & bent poles near village center.,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Government,High,One-time,No,None,3500,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01866,Public facility for dangling high-tension wires & bent poles has been completely unmaintained for 3 months.,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Government,Low,Persistent,No,None,8500,District Level (DC Office),Electricity Department,Service Delivery,Repair / Staff Posting
SS01867,Gaon me dangling high-tension wires & bent poles work left incomplete by local contractor.,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Government,Medium,Occasional,No,None,3500,Block Level (BDO),Electricity Department,Service Delivery,Repair / Staff Posting
SS01868,"ग्राम पंचायत में dangling high-tension wires & bent poles की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।",Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Government,Medium,Persistent,No,None,450,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01869,We need an automated digital technology system for dangling high-tension wires & bent poles (smart civic infrastructure & sensor analytics) to monitor continuously.,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,State Department,Electricity Department,Service Delivery,University R&D
SS01870,Is dangling high-tension wires & bent poles problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),Electricity Department,Service Delivery,University R&D
SS01871,नवीनतम तकनीक और एआई मॉडल के माध्यम से dangling high-tension wires & bent poles का स्वचालित समाधान किया जाना चाहिए।,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Block Level (BDO),Electricity Department,Service Delivery,University R&D
SS01872,need AI and IoT smart technology solution for dangling high-tension wires & bent poles,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Panchayat Level,Electricity Department,Service Delivery,University R&D
SS01873,Developing an offline smart system for dangling high-tension wires & bent poles will eliminate manual delays.,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Panchayat Level,Electricity Department,Service Delivery,University R&D
SS01874,University student startup project required for dangling high-tension wires & bent poles technological innovation.,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Panchayat Level,Electricity Department,Service Delivery,University R&D
SS01875,Abhi तुरंत department emergency team bheje for dangling high-tension wires & bent poles aur future ke liye early warning technology setup karein.,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,State Department,Electricity Department,Service Delivery,Govt Action + University R&D
SS01876,Har monsoon/season dangling high-tension wires & bent poles me ye issue hota hai. Immediate repair along with long-term technological innovation.,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Block Level (BDO),Electricity Department,Service Delivery,Govt Action + University R&D
SS01877,प्रशासन से तुरंत dangling high-tension wires & bent poles के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Block Level (BDO),Electricity Department,Service Delivery,Govt Action + University R&D
SS01878,urgent govt inspection today for dangling high-tension wires & bent poles n smart AI tech for future plzz,Electricity & Power Supply,Dangling High-Tension Wires & Bent Poles,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,State Department,Electricity Department,Service Delivery,Govt Action + University R&D
SS01879,"Incorrect Billing & Meter Reading Errors in our village area is completely non-functional, urgent government action required.",Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Government,High,Persistent,No,None,1200,Block Level (BDO),Electricity Department,Service Delivery,Repair / Staff Posting
SS01880,"Pichle 15 din se incorrect billing & meter reading errors ka dikkat ho raha hai, authority field team ko bheje.",Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Government,High,Occasional,No,None,150,State Department,Electricity Department,Service Delivery,Repair / Staff Posting
SS01881,हमारे पंचायत में incorrect billing & meter reading errors से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Government,Medium,Persistent,No,None,450,State Department,Electricity Department,Service Delivery,Repair / Staff Posting
SS01882,incorrect billing & meter reading errors issue in ward 3 officer not picking up calls,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Government,Low,Occasional,No,None,1200,Block Level (BDO),Electricity Department,Service Delivery,Repair / Staff Posting
SS01883,gaov me incorrect billing & meter reading errors kharab h 2 mahine se koi sunne wala nahi h,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Government,Medium,Occasional,No,None,150,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01884,Block level grievance filed for incorrect billing & meter reading errors last month but service is pending.,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Government,Low,One-time,No,None,150,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01885,Urgent maintenance team required for incorrect billing & meter reading errors near village center.,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Government,High,One-time,No,None,8500,State Department,Electricity Department,Service Delivery,Repair / Staff Posting
SS01886,Public facility for incorrect billing & meter reading errors has been completely unmaintained for 3 months.,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Government,Low,Persistent,No,None,450,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01887,Gaon me incorrect billing & meter reading errors work left incomplete by local contractor.,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Government,Medium,Occasional,No,None,8500,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01888,"ग्राम पंचायत में incorrect billing & meter reading errors की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।",Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Government,Medium,Persistent,No,None,150,District Level (DC Office),Electricity Department,Service Delivery,Repair / Staff Posting
SS01889,We need an automated digital technology system for incorrect billing & meter reading errors (smart civic infrastructure & sensor analytics) to monitor continuously.,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Electricity Department,Service Delivery,University R&D
SS01890,Is incorrect billing & meter reading errors problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,District Level (DC Office),Electricity Department,Service Delivery,University R&D
SS01891,नवीनतम तकनीक और एआई मॉडल के माध्यम से incorrect billing & meter reading errors का स्वचालित समाधान किया जाना चाहिए।,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Panchayat Level,Electricity Department,Service Delivery,University R&D
SS01892,need AI and IoT smart technology solution for incorrect billing & meter reading errors,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Block Level (BDO),Electricity Department,Service Delivery,University R&D
SS01893,Developing an offline smart system for incorrect billing & meter reading errors will eliminate manual delays.,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),Electricity Department,Service Delivery,University R&D
SS01894,University student startup project required for incorrect billing & meter reading errors technological innovation.,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,District Level (DC Office),Electricity Department,Service Delivery,University R&D
SS01895,Abhi तुरंत department emergency team bheje for incorrect billing & meter reading errors aur future ke liye early warning technology setup karein.,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Panchayat Level,Electricity Department,Service Delivery,Govt Action + University R&D
SS01896,Har monsoon/season incorrect billing & meter reading errors me ye issue hota hai. Immediate repair along with long-term technological innovation.,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Panchayat Level,Electricity Department,Service Delivery,Govt Action + University R&D
SS01897,प्रशासन से तुरंत incorrect billing & meter reading errors के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Block Level (BDO),Electricity Department,Service Delivery,Govt Action + University R&D
SS01898,urgent govt inspection today for incorrect billing & meter reading errors n smart AI tech for future plzz,Electricity & Power Supply,Incorrect Billing & Meter Reading Errors,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,District Level (DC Office),Electricity Department,Service Delivery,Govt Action + University R&D
SS01899,"Agricultural Pump Electricity Interruption in our village area is completely non-functional, urgent government action required.",Electricity & Power Supply,Agricultural Pump Electricity Interruption,Government,High,Persistent,No,None,1200,State Department,Electricity Department,Service Delivery,Repair / Staff Posting
SS01900,"Pichle 15 din se agricultural pump electricity interruption ka dikkat ho raha hai, authority field team ko bheje.",Electricity & Power Supply,Agricultural Pump Electricity Interruption,Government,High,Occasional,No,None,8500,District Level (DC Office),Electricity Department,Service Delivery,Repair / Staff Posting
SS01901,हमारे पंचायत में agricultural pump electricity interruption से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Government,Medium,Persistent,No,None,150,District Level (DC Office),Electricity Department,Service Delivery,Repair / Staff Posting
SS01902,agricultural pump electricity interruption issue in ward 3 officer not picking up calls,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Government,Low,Occasional,No,None,1200,Block Level (BDO),Electricity Department,Service Delivery,Repair / Staff Posting
SS01903,gaov me agricultural pump electricity interruption kharab h 2 mahine se koi sunne wala nahi h,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Government,Medium,Occasional,No,None,150,State Department,Electricity Department,Service Delivery,Repair / Staff Posting
SS01904,Block level grievance filed for agricultural pump electricity interruption last month but service is pending.,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Government,Low,One-time,No,None,3500,State Department,Electricity Department,Service Delivery,Repair / Staff Posting
SS01905,Urgent maintenance team required for agricultural pump electricity interruption near village center.,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Government,High,One-time,No,None,1200,State Department,Electricity Department,Service Delivery,Repair / Staff Posting
SS01906,Public facility for agricultural pump electricity interruption has been completely unmaintained for 3 months.,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Government,Low,Persistent,No,None,3500,State Department,Electricity Department,Service Delivery,Repair / Staff Posting
SS01907,Gaon me agricultural pump electricity interruption work left incomplete by local contractor.,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Government,Medium,Occasional,No,None,450,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01908,"ग्राम पंचायत में agricultural pump electricity interruption की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।",Electricity & Power Supply,Agricultural Pump Electricity Interruption,Government,Medium,Persistent,No,None,450,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01909,We need an automated digital technology system for agricultural pump electricity interruption (smart civic infrastructure & sensor analytics) to monitor continuously.,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Panchayat Level,Electricity Department,Service Delivery,University R&D
SS01910,Is agricultural pump electricity interruption problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,State Department,Electricity Department,Service Delivery,University R&D
SS01911,नवीनतम तकनीक और एआई मॉडल के माध्यम से agricultural pump electricity interruption का स्वचालित समाधान किया जाना चाहिए।,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,State Department,Electricity Department,Service Delivery,University R&D
SS01912,need AI and IoT smart technology solution for agricultural pump electricity interruption,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Electricity Department,Service Delivery,University R&D
SS01913,Developing an offline smart system for agricultural pump electricity interruption will eliminate manual delays.,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Panchayat Level,Electricity Department,Service Delivery,University R&D
SS01914,University student startup project required for agricultural pump electricity interruption technological innovation.,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Electricity Department,Service Delivery,University R&D
SS01915,Abhi तुरंत department emergency team bheje for agricultural pump electricity interruption aur future ke liye early warning technology setup karein.,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Panchayat Level,Electricity Department,Service Delivery,Govt Action + University R&D
SS01916,Har monsoon/season agricultural pump electricity interruption me ye issue hota hai. Immediate repair along with long-term technological innovation.,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,State Department,Electricity Department,Service Delivery,Govt Action + University R&D
SS01917,प्रशासन से तुरंत agricultural pump electricity interruption के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Panchayat Level,Electricity Department,Service Delivery,Govt Action + University R&D
SS01918,urgent govt inspection today for agricultural pump electricity interruption n smart AI tech for future plzz,Electricity & Power Supply,Agricultural Pump Electricity Interruption,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,District Level (DC Office),Electricity Department,Service Delivery,Govt Action + University R&D
SS01919,"Defective Solar Microgrids & Streetlight Batteries in our village area is completely non-functional, urgent government action required.",Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Government,High,Persistent,No,None,150,Block Level (BDO),Electricity Department,Service Delivery,Repair / Staff Posting
SS01920,"Pichle 15 din se defective solar microgrids & streetlight batteries ka dikkat ho raha hai, authority field team ko bheje.",Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Government,High,Occasional,No,None,1200,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01921,हमारे पंचायत में defective solar microgrids & streetlight batteries से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Government,Medium,Persistent,No,None,3500,Block Level (BDO),Electricity Department,Service Delivery,Repair / Staff Posting
SS01922,defective solar microgrids & streetlight batteries issue in ward 3 officer not picking up calls,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Government,Low,Occasional,No,None,3500,District Level (DC Office),Electricity Department,Service Delivery,Repair / Staff Posting
SS01923,gaov me defective solar microgrids & streetlight batteries kharab h 2 mahine se koi sunne wala nahi h,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Government,Medium,Occasional,No,None,3500,Block Level (BDO),Electricity Department,Service Delivery,Repair / Staff Posting
SS01924,Block level grievance filed for defective solar microgrids & streetlight batteries last month but service is pending.,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Government,Low,One-time,No,None,8500,Panchayat Level,Electricity Department,Service Delivery,Repair / Staff Posting
SS01925,Urgent maintenance team required for defective solar microgrids & streetlight batteries near village center.,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Government,High,One-time,No,None,150,Block Level (BDO),Electricity Department,Service Delivery,Repair / Staff Posting
SS01926,Public facility for defective solar microgrids & streetlight batteries has been completely unmaintained for 3 months.,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Government,Low,Persistent,No,None,8500,State Department,Electricity Department,Service Delivery,Repair / Staff Posting
SS01927,Gaon me defective solar microgrids & streetlight batteries work left incomplete by local contractor.,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Government,Medium,Occasional,No,None,3500,Block Level (BDO),Electricity Department,Service Delivery,Repair / Staff Posting
SS01928,"ग्राम पंचायत में defective solar microgrids & streetlight batteries की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।",Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Government,Medium,Persistent,No,None,150,State Department,Electricity Department,Service Delivery,Repair / Staff Posting
SS01929,We need an automated digital technology system for defective solar microgrids & streetlight batteries (smart civic infrastructure & sensor analytics) to monitor continuously.,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Block Level (BDO),Electricity Department,Service Delivery,University R&D
SS01930,Is defective solar microgrids & streetlight batteries problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,District Level (DC Office),Electricity Department,Service Delivery,University R&D
SS01931,नवीनतम तकनीक और एआई मॉडल के माध्यम से defective solar microgrids & streetlight batteries का स्वचालित समाधान किया जाना चाहिए।,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Block Level (BDO),Electricity Department,Service Delivery,University R&D
SS01932,need AI and IoT smart technology solution for defective solar microgrids & streetlight batteries,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,State Department,Electricity Department,Service Delivery,University R&D
SS01933,Developing an offline smart system for defective solar microgrids & streetlight batteries will eliminate manual delays.,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Block Level (BDO),Electricity Department,Service Delivery,University R&D
SS01934,University student startup project required for defective solar microgrids & streetlight batteries technological innovation.,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,150,State Department,Electricity Department,Service Delivery,University R&D
SS01935,Abhi तुरंत department emergency team bheje for defective solar microgrids & streetlight batteries aur future ke liye early warning technology setup karein.,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,State Department,Electricity Department,Service Delivery,Govt Action + University R&D
SS01936,Har monsoon/season defective solar microgrids & streetlight batteries me ye issue hota hai. Immediate repair along with long-term technological innovation.,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,150,State Department,Electricity Department,Service Delivery,Govt Action + University R&D
